course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
D850,General Biology I Lab,General Biology I Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,14,False,False,moderate,none,high,1,School of Education,School of Education,
D852,Astronomy,Astronomy,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D853,Meteorology,Meteorology,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D854,Environmental Science,Environmental Science,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D855,Natural Hazards,Natural Hazards,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D856,Environmental Management with Lab,Environmental Management with Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,4,School of Education,School of Education,
D857,Secondary Earth Science Curriculum,Secondary Earth Science Curriculum,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D858,Secondary Earth Science Curriculum,Secondary Earth Science Curriculum,2025-02,2026-03,True,AP,"Master of Arts in Teaching, Science Education (Secondary Earth Science)",1,"Master of Arts in Teaching, Science Education (Secondary Earth Science)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D859,General Geology,General Geology,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,"Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Science, Science Education (Secondary Earth Science); Endorsement Preparation Program, Earth Science",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D860,General Physics II with Lab,General Physics II with Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,14,False,False,moderate,none,high,4,School of Education,School of Education,
D861,Electricity and Magnetism,Electricity and Magnetism,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D862,Astrophysics with Lab,Astrophysics with Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,14,False,False,moderate,none,high,4,School of Education,School of Education,
D863,"Waves, Acoustics, and Sound","Waves, Acoustics, and Sound",2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D864,Secondary Physics Curriculum,Secondary Physics Curriculum,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D865,Secondary Physics Curriculum,Secondary Physics Curriculum,2025-02,2026-03,True,AP,"Master of Arts in Teaching, Science Education (Secondary Physics)",1,"Master of Arts in Teaching, Science Education (Secondary Physics)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D866,General Chemistry II with Lab,General Chemistry II with Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,14,False,False,moderate,none,high,4,School of Education,School of Education,
D867,Organic Chemistry,Organic Chemistry,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,14,False,False,moderate,none,high,3,School of Education,School of Education,
D868,Analytical Chemistry with Lab,Analytical Chemistry with Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Science, Science Education (Secondary Chemistry); Endorsement Preparation Program, Chemistry",3,14,False,False,moderate,none,high,4,School of Education,School of Education,
